album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness,difference_duration,difference_overall,key_variable
Live At Folsom Field Boulder Colorado,I Did It,Dave Matthews Band,76Nxn0HKnafkKgu19RX6bg43VWB4TOhab9KpnjSErJZs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026,7800,0.1327,difference_energy
Live Trax Vol. 6: Fenway Park,Stay (Wasting Time),Dave Matthews Band,2prt7Yn1NheVqcNcpoplSp6H1o2aOmcBrNMYYRmCQskK,0.017,-4.146,-0.0145,-0.041,-3.13e-06,0.018,-0.0308,95427,0.12130313000000001,difference_valence
Live Trax Vol. 6: Fenway Park,Stay (Wasting Time),Dave Matthews Band,1p0PzZlqLyWIYxg0odxIZp6H1o2aOmcBrNMYYRmCQskK,0.017,-4.146,-0.0145,-0.041,-3.13e-06,0.018,-0.0308,95427,0.12130313000000001,difference_valence
Live At Mile High Music Festival,Proudest Monkey,Dave Matthews Band,2wQrDUl5XnQFZJfgMGLAEN2tKF1DS13yhCoxona3W1YL,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307,-60294,0.0769,difference_energy
Live At Mile High Music Festival,Proudest Monkey,Dave Matthews Band,2wQrDUl5XnQFZJfgMGLAEN11yK5THhtXPE8YljJv7OnQ,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307,-60294,0.0769,difference_energy
Live At Mile High Music Festival,Proudest Monkey,Dave Matthews Band,0sNTzDakngdNXzJe2sUdsH2tKF1DS13yhCoxona3W1YL,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307,-60294,0.0769,difference_energy
Live At Mile High Music Festival,Proudest Monkey,Dave Matthews Band,0sNTzDakngdNXzJe2sUdsH11yK5THhtXPE8YljJv7OnQ,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307,-60294,0.0769,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,3oCSCEI08JkG3kQdqFrUDa0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305,36133,0.837,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,4LPEEp7wOaKhqv9AGnIgOl0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305,36133,0.837,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,3cus7Q6wCCgN4BAGLszFQV0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305,36244,0.837,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,7vX9CRSwARDfqxVMwzlgid2u8hIG5IQAQlxOPBQfWtia,0.118,86.752,0.0389,-0.253,-0.0003,-0.223,0.0263,19560,0.6595,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,1zUFeKWxd1x96CsGrpiz5B2u8hIG5IQAQlxOPBQfWtia,0.118,86.752,0.0389,-0.253,-0.0003,-0.223,0.0263,19560,0.6595,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,6DHZa18yKVMybyZrLrquAw2u8hIG5IQAQlxOPBQfWtia,0.118,86.752,0.0389,-0.253,-0.0003,-0.223,0.0263,19560,0.6595,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Dancing Barefoot,Patti Smith,4kPSjEg8u1U4pg2dHHMmtf3VbdAWKImkGgwph9PjnYk7,0.101,-6.139,0.0015,-0.069,0.0001,-0.26,-0.2259,129547,0.6575,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Beneath the Southern Cross,Patti Smith,1KRWRshqiMiYm6cTped4pp43n5BM50FIIEhfkp2y5etW,-0.032,17.597,0.0001,-0.224,0.0997,-0.037,-0.2058,123774,0.5986,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,6cpFgGf6JtAQNDuqxaFivU2u8hIG5IQAQlxOPBQfWtia,0.105,86.677,0.0362,-0.255,-0.0003,-0.184,0.0048,20453,0.5853,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Beneath the Southern Cross,Patti Smith,6YMw3nlqkcOcNMQvVE5f4d43n5BM50FIIEhfkp2y5etW,-0.042,16.88,0.0004,-0.228,0.1007,-0.062,-0.1388,122694,0.5719,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Dancing Barefoot,Patti Smith,10pmopThiZFknMBM9qPi7D3VbdAWKImkGgwph9PjnYk7,0.038,-5.951,-0.0006,-0.071,0.0001,-0.234,-0.2199,129227,0.5636,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Free Money,Patti Smith,7pZvWuaxL2In8jeZ42zIho3KTEweWUnlvgQ5EO96EZmx,-0.125,2.217,-0.0384,-0.085,0.0009,-0.262,0.0454,66946,0.5567,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,25th Floor,Patti Smith,4juJw163tH0zGCptRcoTM42QBm2olAZsc7THZGOKNh3a,0.157,-2.784,0.0233,-0.117,0.0012,-0.205,-0.015,173827,0.5185,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,25th Floor,Patti Smith,2SpFoJXWbXwQcngPviflJt2QBm2olAZsc7THZGOKNh3a,0.099,-2.695,0.0229,-0.104,0.0012,-0.259,-0.0245,174067,0.5106,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Seven Ways Of Going,Patti Smith,4V9CEQMGyACy6a7RJYHgLJ0b5iCjlWIj0zVC9W3MPQlN,-0.222,-50.165,-0.0132,-0.09,-0.0003,-0.07,-0.0553,175480,0.4508000000000001,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,0iFPYJC7WvCOgt31HBHP0O0L64hkH879aFhv5kU97At3,-0.095,0.645,-0.025,-0.007,-0.088,-0.074,0.144,37120,0.43300000000000005,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,0iFPYJC7WvCOgt31HBHP0O0a0q6oe72MKtLlkpvwU2mx,0.035,-0.04,-0.0068,0.158,-0.0042,0.061,-0.161,987,0.42600000000000005,difference_dance
Trampin'... Live aux Vieilles Charrues 2004,Seven Ways Of Going,Patti Smith,1P5jUwQSgfIWlh0TLnHOTa0b5iCjlWIj0zVC9W3MPQlN,-0.154,-49.383,-0.0139,-0.088,-0.0002,-0.099,-0.0423,178800,0.3974,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,0KCc0bUc0a5nynTbCVbJva0JQPl6uo2SmkCCsTEvX6u5,-0.071,3.014,-0.0037,-0.202,-0.0004,-0.045,-0.0223,4640,0.3444,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,7wcVhjwob8HjLLpULRjmOk0JQPl6uo2SmkCCsTEvX6u5,-0.063,3.063,-0.0049,-0.206,-0.0006,-0.005,-0.0117,5280,0.2912,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,3RmD9CWMH3eKdWpAkufGUz0JQPl6uo2SmkCCsTEvX6u5,-0.063,3.063,-0.0049,-0.206,-0.0006,-0.005,-0.0117,5280,0.2912,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,0ebxoAhIItzuiFUoSgNhYB0JQPl6uo2SmkCCsTEvX6u5,-0.063,3.063,-0.0049,-0.206,-0.0006,-0.005,-0.0117,5990,0.2912,difference_instrumentalness
Trampin'... Live aux Vieilles Charrues 2004,Break It Up,Patti Smith,5zE0J5kDTbcQeMYnxRj0QY1kgjzNv2zthcz7OwGEQUwS,0.068,16.652,-0.0019,-0.048,0.0,-0.077,-0.0832,-7414,0.2781,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,20YUih3OCUuwxNJk6tRjmJ2sxuk3JuzeH1gDXUaGqE29,-0.004,-3.98,-0.0497,-0.085,0.0013,0.069,-0.0225,78293,0.23149999999999998,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,3DjbLkq4cpvvw5aX6KdItn2sxuk3JuzeH1gDXUaGqE29,-0.033,-3.563,-0.0484,-0.094,0.0012,0.027,-0.011,79346,0.2146,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,6Pj5fb3T9pAMaM9BQ1uoFj2sxuk3JuzeH1gDXUaGqE29,-0.033,-3.563,-0.0484,-0.094,0.0012,0.027,-0.011,79346,0.2146,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,2NpTACp7syqPqvc7JkQKu12sxuk3JuzeH1gDXUaGqE29,-0.033,-3.563,-0.0484,-0.094,0.0012,0.027,-0.011,79346,0.2146,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,My Blakean Year,Patti Smith,42wOatS5lRuQ84oioLn6g16Dv16BczxJl7jKjPndndAx,0.005,-0.061,-0.0012,0.005,0.0012,0.062,-0.046,280,0.12040000000000001,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,20YUih3OCUuwxNJk6tRjmJ7iKQb5nd3SsECwr9QdF5df,0.029,-0.417,-0.0013,0.009,0.0,0.042,-0.0115,-1053,0.0928,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,1kFXehwQbne8Rh2rB6ylRG6pn91xPidbgf2QWbYgynDg,-0.0301,98.263,-0.0127,0.014,-0.0137,0.012,-0.009,2667,0.0915,difference_dance
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,5nbiNgQpP4PrMnXaS6ooG54wVeamAptol4NLzDX9bRbq,-0.027,-0.066,0.0008,-0.003,0.0004,0.006,-0.043,27,0.0802,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,6cpFgGf6JtAQNDuqxaFivU3yVwUKSafqKlYsls62pWVI,-0.013,-0.075,-0.0027,-0.002,0.0,0.039,-0.0215,893,0.07819999999999999,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Cartwheels,Patti Smith,1iCD9ahpRqRBA118LstoEl6WnCyC9bbzYsxH9rfVcTyi,-0.041,-0.062,-0.0009,-0.008,0.0043,0.013,0.0004,373,0.0676,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,0KCc0bUc0a5nynTbCVbJva4qR4DLb1jQOQPfsJBs3dkY,-0.008,-0.049,0.0012,0.004,0.0002,-0.04,-0.0106,-640,0.064,difference_dance
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,2jL5XIJQdNc5XgQgAnL8rE0zH9oImgiED80etVVH7XVz,-0.015,57.728,0.0031,0.027,0.0,0.009,0.0015,-1493,0.0556,difference_dance
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,5AQzI7EkmM2zLwwUaTkHoR0g5q1J5QBWLibM9XYGpzEh,-0.026,-0.113,-0.0013,-0.008,0.0035,0.008,-0.0004,773,0.0472,difference_valence
Trampin'... Live aux Vieilles Charrues 2004,Mother Rose,Patti Smith,5MCHIUiEjVJKuKxoMgLVZe3VTiNdFawjgLvZxYnim630,-0.005,-0.067,-0.0007,0.006,0.0018,-0.009,-0.0233,-1066,0.0458,difference_dance
Trampin'... Live aux Vieilles Charrues 2004,Cartwheels,Patti Smith,2Aq5kPekMxt1PnDff4jfEn6WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Cartwheels,Patti Smith,6ssgeN62p8x23j2m3OsKe36WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Cartwheels,Patti Smith,1PvhJrDsE19SKZXIsvVB0d6WnCyC9bbzYsxH9rfVcTyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,7wcVhjwob8HjLLpULRjmOk4qR4DLb1jQOQPfsJBs3dkY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,3RmD9CWMH3eKdWpAkufGUz4qR4DLb1jQOQPfsJBs3dkY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Cash,Patti Smith,0ebxoAhIItzuiFUoSgNhYB4qR4DLb1jQOQPfsJBs3dkY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,3DjbLkq4cpvvw5aX6KdItn7iKQb5nd3SsECwr9QdF5df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,6Pj5fb3T9pAMaM9BQ1uoFj7iKQb5nd3SsECwr9QdF5df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Gandhi,Patti Smith,2NpTACp7syqPqvc7JkQKu17iKQb5nd3SsECwr9QdF5df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,7vX9CRSwARDfqxVMwzlgid3yVwUKSafqKlYsls62pWVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,1zUFeKWxd1x96CsGrpiz5B3yVwUKSafqKlYsls62pWVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Jubilee,Patti Smith,6DHZa18yKVMybyZrLrquAw3yVwUKSafqKlYsls62pWVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Mother Rose,Patti Smith,55tkrEwOyo1KPmRLWnn1MS3VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Mother Rose,Patti Smith,2kanLaAM6RCkSR8Pg4NXUG3VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Mother Rose,Patti Smith,3IBfUoASEiZaNeloydMKP43VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,My Blakean Year,Patti Smith,0puM1PefvdHYHK5kcQDXpE6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,My Blakean Year,Patti Smith,1htpR3yp6yjlpvd2IV7olS6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,My Blakean Year,Patti Smith,5b7N2FvDXCIHkLLGik6R4D6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,3oCSCEI08JkG3kQdqFrUDa0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,4LPEEp7wOaKhqv9AGnIgOl0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,3cus7Q6wCCgN4BAGLszFQV0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,3OD09tUZd9DABEm0iHRWP60zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,4lnZUUbZaRE2DC8QsMITHo0zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,4MXT19ft9YQLhnrnZ8mUr90zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,5oIpzpsDyVxRWPVr8EDKng0g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,47I14XTk8IjsN80SoNUub80g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,7urUwg8gye1pvnvnHE8EVR0g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,5Ztb6XeyRXuVO18Cix2nBQ6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,2E00HLLG1Nxy4WeU454udm6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,760kI4Cu7N9IQTr17gm3cB6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,0dnwXDzeDfqJv3Pm4Z44SF4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,7DIEmHEYWacpNyXbNDVHTQ4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,6jn0OYwIjIjERO91ZQIxUV4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,difference_energy
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Catapult,Phish,70wQzWQqozu5oDcdJtamGd61socbc1LQT6hqYplZ1GM9,0.561,26.16,-0.6158,-0.296,0.935,0.189,-0.245,97600,2.8418,difference_instrumentalness
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq2XIMgz5pJMjkFbXvDSAX9g,0.138,70.401,0.1841,-0.198,-0.903,-0.46,-0.7869,416466,2.67,difference_speechiness
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud6MNOPCffwz0joBKwUyCL8V,-0.326,1.37,-0.0228,-0.095,0.6747,-0.575,0.7938,876400,2.4873000000000003,difference_acousticness
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG2XIMgz5pJMjkFbXvDSAX9g,0.259,18.986,0.1845,-0.297,-0.539,-0.408,-0.7709,217773,2.4584,difference_energy
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC2YcWr5D9cVYcrGswsGL4VQ,0.431,9.131,-0.0616,-0.463,0.7677,-0.07,0.621,1168280,2.4143,difference_instrumentalness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB0jxjc3I7KIUsJif4IderlD,-0.085,27.997,-0.0147,0.231,0.836,-0.332,0.844,-72933,2.3427,difference_acousticness
LivePhish 12/29/97,Funky Bitch,Phish,7aKLArV9JoulvIwmRJ000P1KwUGkW2BjKZ7C0Savc4I8,-0.483,9.557,-0.0128,0.274,0.455,0.32,0.7691,-10253,2.3139,difference_acousticness
LivePhish 04/02/98,Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud47q3S8wB3uE1M12qGQb1Oa,-0.026,-5.191,-0.0198,-0.159,0.8587,-0.502,0.7398,909280,2.3053,difference_instrumentalness
LivePhish 04/05/98,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC1LkrPeoVwvRzXHIx6VfIqo,0.371,2.252,-0.0651,-0.36,0.6297,-0.276,0.595,415894,2.2968,difference_instrumentalness
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS2c5eXn3xGXrmUwkc5gLz1k,0.079,-13.061,0.1135,-0.114,-0.881,-0.299,-0.8094,-57694,2.2959,difference_speechiness
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC4BhwBGPdCegIeV8rO6ZBnU,0.103,1.659,-0.0691,-0.461,0.8297,-0.218,0.583,705894,2.2638,difference_instrumentalness
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS630OM4K71AG0N4OsfQSApS,0.113,-2.894,0.0553,-0.047,-0.8732,-0.347,-0.8153,-447774,2.2508000000000004,difference_energy
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL2XIMgz5pJMjkFbXvDSAX9g,0.268,0.369,0.1853,-0.246,-0.645,-0.359,-0.5389,300333,2.2422,difference_energy
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS06Q2O9biVaSzW0tqWyYaKe,0.082,-8.819,0.0845,0.0,-0.8867,-0.37,-0.8077,-120107,2.2309,difference_speechiness
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",David Bowie,Phish,1yrgxt7QxWaRjRutgW1Qub4h6sS9GsxLsZR8Zb5EKf2F,-0.126,13.824,0.0064,0.02,0.744,-0.579,0.7502,1481920,2.2256,difference_acousticness
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq2QeavVkugj2DkcdmYjkaof,0.046,0.869,0.0691,-0.174,-0.629,-0.555,-0.6964,367533,2.1695,difference_speechiness
LivePhish 12/29/97,Down With Disease,Phish,3B1cnD5CuR6WSN71V7Rlco11idapvwAlHu1bzRk7BdSv,-0.165,20.963,-0.0369,-0.308,0.8538,0.098,0.7017,1168093,2.1634,difference_instrumentalness
Hampton Comes Alive,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC1uExCjxE4VAi4xwdxDYfGL,0.301,-2.114,-0.0688,-0.479,0.7357,-0.128,0.442,583400,2.1545,difference_instrumentalness
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Slave to the Traffic Light,Phish,29uZ6iFpfj4ef1ufbjpyG44epzax0vQDVDU6J90U1DSb,0.311,6.027,0.0087,0.041,-0.862,0.141,-0.7754,-90746,2.1391,difference_energy
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq54aC3QxpFYmHfWDj3EJvYR,0.114,65.914,0.0337,-0.019,-0.9141,-0.283,-0.7663,312200,2.1301,difference_energy
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Simple,Phish,7hfz0l7Xptbwnsl9yaUj2g3pzZ4QENzhXtjSe8VEYD9G,-0.367,3.601,0.0047,0.149,0.74,-0.312,0.554,-490160,2.1267,difference_instrumentalness
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water In The Sky,Phish,63H2T0glfR9BJOEU9NTUkA1Y2Gwqw6nmke6dHL4307mx,-0.605,-10.647,-0.0108,0.236,0.0664,0.384,0.783,29067,2.0852000000000004,difference_acousticness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer,Phish,1Cc6rFGKZnUR6FFePuuXqB6NVB77rRsbB4WJrQtnmO7h,-0.309,29.684,-0.0105,0.053,0.735,-0.298,0.669,-76867,2.0745,difference_instrumentalness
LivePhish 05/08/93,David Bowie,Phish,1yrgxt7QxWaRjRutgW1Qub7ILVqyClaOvwoPAuiYDtLx,-0.191,7.743,0.0233,0.194,0.845,-0.384,0.4322,-608133,2.0695,difference_instrumentalness
LivePhish 8/13/93,David Bowie,Phish,1yrgxt7QxWaRjRutgW1Qub2FrtdE9SrpXRxyTgo9TrV9,-0.224,8.234,-0.0049,0.079,0.693,-0.357,0.7042,513800,2.0621,difference_acousticness
LivePhish 8/13/93,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC0BTIzMS3SWc9NPMRYOgiq7,0.243,6.254,-0.0465,-0.37,0.7657,-0.128,0.497,680160,2.0502000000000002,difference_instrumentalness
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO2XIMgz5pJMjkFbXvDSAX9g,0.057,0.975,0.1734,-0.13,-0.707,-0.307,-0.6719,-198014,2.0463,difference_speechiness
Live at Madison Square Garden New Year's Eve 1995,Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS7nidlVBgadMQT7NITSqznM,0.096,-1.661,0.0296,0.001,-0.8088,-0.386,-0.715,-85774,2.0364,difference_energy
LivePhish 04/02/98,Stash,Phish,0M7qIbIfd9IQy68DibTqQ94yEQrG1vdl2ZpZsV5aLbud,0.136,0.622,-0.003,0.013,0.7345,-0.356,0.773,736387,2.0155,difference_acousticness
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",Ya Mar,Phish,6NTVXHJ6Gl2uqWzHdTz0tA52Gf9GhGwc9pnMPqmrE12a,-0.245,9.977,0.0499,0.023,0.8086,0.092,0.789,-206040,2.0075000000000003,difference_instrumentalness
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB2XIMgz5pJMjkFbXvDSAX9g,0.143,-12.059,0.1766,-0.015,-0.811,-0.299,-0.5529,-153054,1.9975,difference_speechiness
