album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
Trampin'... Live aux Vieilles Charrues 2004,Peaceable Kingdom,Patti Smith,4LPEEp7wOaKhqv9AGnIgOl0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,2jL5XIJQdNc5XgQgAnL8rE0zH9oImgiED80etVVH7XVz,-0.015,57.728,0.0031,0.027,0.0,0.009,0.0015
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,3OD09tUZd9DABEm0iHRWP60zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,4MXT19ft9YQLhnrnZ8mUr90zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Radio Baghdad,Patti Smith,4lnZUUbZaRE2DC8QsMITHo0zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Seven Ways Of Going,Patti Smith,1P5jUwQSgfIWlh0TLnHOTa0b5iCjlWIj0zVC9W3MPQlN,-0.154,-49.383,-0.0139,-0.088,-0.0002,-0.099,-0.0423
Trampin'... Live aux Vieilles Charrues 2004,Seven Ways Of Going,Patti Smith,4V9CEQMGyACy6a7RJYHgLJ0b5iCjlWIj0zVC9W3MPQlN,-0.222,-50.165,-0.0132,-0.09,-0.0003,-0.07,-0.0553
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,47I14XTk8IjsN80SoNUub80g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,5AQzI7EkmM2zLwwUaTkHoR0g5q1J5QBWLibM9XYGpzEh,-0.026,-0.113,-0.0013,-0.008,0.0035,0.008,-0.0004
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,5oIpzpsDyVxRWPVr8EDKng0g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Stride of the Mind,Patti Smith,7urUwg8gye1pvnvnHE8EVR0g5q1J5QBWLibM9XYGpzEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,1kFXehwQbne8Rh2rB6ylRG6pn91xPidbgf2QWbYgynDg,-0.0301,98.263,-0.0127,0.014,-0.0137,0.012,-0.009
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,2E00HLLG1Nxy4WeU454udm6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,5Ztb6XeyRXuVO18Cix2nBQ6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trampin',Patti Smith,760kI4Cu7N9IQTr17gm3cB6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,0dnwXDzeDfqJv3Pm4Z44SF4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,5nbiNgQpP4PrMnXaS6ooG54wVeamAptol4NLzDX9bRbq,-0.027,-0.066,0.0008,-0.003,0.0004,0.006,-0.043
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,6jn0OYwIjIjERO91ZQIxUV4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trampin'... Live aux Vieilles Charrues 2004,Trespasses,Patti Smith,7DIEmHEYWacpNyXbNDVHTQ4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",2001,Phish,7vqbxrRtbISjHHRfTuabGY4fIm5alLJglZQGouV3oaCX,0.126,13.465,-0.0354,0.07,-0.18,-0.156,-0.526
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",2001,Phish,7vqbxrRtbISjHHRfTuabGY1GhOiBrglutzTd9dc3V6ZX,0.14,8.899,-0.0308,0.071,0.02,0.082,-0.6715
LivePhish 04/04/98,2001,Phish,7vqbxrRtbISjHHRfTuabGY5wGM0Knt4z3z6uLcFzGC4B,-0.02,8.847,-0.0403,0.142,0.037,-0.067,0.074
LivePhish 10/21/95,2001,Phish,7vqbxrRtbISjHHRfTuabGY0LgkoW7HQ3YH1u7aHCON7I,-0.023,1.266,0.0046,0.015,-0.189,-0.173,-0.178
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",2001,Phish,7vqbxrRtbISjHHRfTuabGY7df4qv5s71p37mSrL1HV7z,0.025,-1.869,-0.0156,0.086,0.041,-0.107,0.048
"LivePhish, Vol. 15 10/31/96 (The Omni, Atlanta, GA)",2001,Phish,7vqbxrRtbISjHHRfTuabGY1eobafi8stZoy1iau1piW8,0.095,3.59,-0.0224,0.212,0.045,-0.132,-0.305
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",2001,Phish,7vqbxrRtbISjHHRfTuabGY3Sx6CcHa4BL4JS6audsYf2,0.015,0.653,-0.0374,0.164,-0.107,0.027,-0.147
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",2001,Phish,7vqbxrRtbISjHHRfTuabGY23T9Xfgo1b3FQXNBHRfe0d,-0.144,8.653,-0.0413,0.145,-0.045,0.033,0.079
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",2001,Phish,7vqbxrRtbISjHHRfTuabGY6GtO52K5I6mp44WsoHxdyN,-0.079,-0.499,-0.0328,0.055,0.028,-0.041,-0.217
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",46 Days,Phish,7mEpDcfUnwVFzwamDGbGak0CNKAEiwRpFQYPMWuAmnXl,0.013,13.651,-0.0371,-0.082,-0.0015,-0.393,-0.0096
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",46 Days,Phish,7mEpDcfUnwVFzwamDGbGak6W7iD9YoMt0gJyozm00zM0,0.006,13.268,-0.0235,-0.036,0.0138,-0.249,-0.0139
Live in Brooklyn,46 Days,Phish,7mEpDcfUnwVFzwamDGbGak2pjQsVltj5FGpLLnWwmsgi,-0.066,-67.172,-0.0379,-0.132,0.0621,-0.163,0.0254
"Phish: 12/30/2015 Madison Square Garden, New York, NY",46 Days,Phish,7mEpDcfUnwVFzwamDGbGak7JmQmv9FeITj4CqMaSJ3IK,0.062,18.928,0.0064,-0.109,0.1893,-0.212,0.0052
"Phish: 12/30/2015 Madison Square Garden, New York, NY",555,Phish,0ldG7AfVB6jNZ54BNhLGv97up1elOvZ5AcFCeGJAsCCl,0.23,20.996,0.0105,-0.363,0.2387,-0.371,0.0679
"Phish: 12/30/2015 Madison Square Garden, New York, NY",555,Phish,0sS55xTfxdlmXo8e3BeOHp7up1elOvZ5AcFCeGJAsCCl,0.259,21.01,0.0101,-0.365,0.2388,-0.363,0.0691
LivePhish 12/07/97,A Day In The Life,Phish,7AIdBDNB9bkZZyeqFntox477PyTrCIjF3yz7UUeN6HxO,-0.391,-2.372,-0.1046,0.034,0.0244,0.057,0.251
"LivePhish 12/30/97 Madison Square Garden, New York, NY",A Day In The Life,Phish,7AIdBDNB9bkZZyeqFntox404IwOk6smNlLWoVNuaz1bS,-0.321,-4.092,-0.0927,0.035,0.0176,0.034,0.316
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",A Day In The Life,Phish,7AIdBDNB9bkZZyeqFntox40RFVgwqpwgxf3gaXy1siQq,-0.115,84.401,-0.0591,0.075,0.0023,0.095,0.094
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",A Letter To Jimmy Page,Phish,3EWH4EEPmhehUcgduqg63B6gASAIQA5gPVxYAnMEwldI,0.305,20.379,-0.01,0.133,-0.146,-0.124,-0.6133
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",A Song I Heard the Ocean Sing,Phish,5blNZ70SaWZmgNJwdjGxfq3DgZHWptQ5xVgCwYwHPOhc,0.04,-1.243,-0.0335,-0.014,-0.9121,0.186,-0.2808
Live in Brooklyn,A Song I Heard the Ocean Sing,Phish,5blNZ70SaWZmgNJwdjGxfq2oFmYanhY7cvVEZLKMSrep,-0.082,-82.654,-0.0443,0.002,-0.9149,0.07,-0.121
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo7fgWlMQLXUjiWR9piCa7wR,0.249,-2.519,0.0353,0.0,-0.4607,-0.047,-0.7861
LivePhish 05/08/93,AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo0cng2rLICg9elXKnrysdi1,0.239,5.674,0.0307,0.043,-0.334,0.258,-0.312
LivePhish 07/06/98,AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo5PiRo8dDfARTxzkeonsm8O,0.217,-2.764,0.0087,0.152,-0.4596,0.239,-0.233
LivePhish 12/07/97,AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo5wmXnGuHLzUCcTqNJ2L6Ij,0.049,-3.352,0.0169,0.182,-0.329,0.365,-0.165
"LivePhish 12/30/97 Madison Square Garden, New York, NY",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo2CqYXWVqGkRlqaBJNqK2yJ,-0.086,-4.237,0.0017,0.079,0.355,0.122,-0.065
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo6Uhku5llds1ay9dTKJ1tbL,0.156,-4.348,0.0197,0.099,-0.301,0.31,-0.222
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo2oUVai8kSQ2FzitFq4xk9w,0.233,-2.472,0.0167,0.009,-0.321,0.124,-0.238
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo0Ljdkd9EEares3HruMtB63,0.239,-0.44,0.0265,0.139,-0.4361,0.252,-0.557
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo4Z46Pzg4gnTRzM1HUnPvnO,0.095,2.934,0.0026,0.07,-0.4129,0.311,-0.118
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo7bNbygy8yV2iVAoGqWe0PZ,-0.028,-1.886,0.0251,0.078,0.079,0.427,-0.024
"Phish: 1/2/2016 Madison Square Garden, New York, NY",AC/DC Bag,Phish,4hy5ZYFwclYcqoftltB3Mo73Pyb9B2gMBZ432RssXxox,0.236,-16.613,0.0014,0.047,-0.345,0.276,-0.7561
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",Access Me,Phish,0fMncrOjUCfR3nsd2hgF1I26TiUA8SmaIuy9tZoXMdoU,0.084,7.103,0.0157,0.042,0.0005,-0.104,0.0113
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",All of These Dreams,Phish,3omICRAy4lbI0oFiiXHtqD2MEDcIiuVYHz0mBKGXHxXZ,0.202,7.213,0.0164,-0.08,1.64e-06,0.079,-0.407
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",Alumni Blues,Phish,3d5cojYmcovBsBIRCvApyJ1nORzWVM2fxFJjzFjeN7Pw,0.517,15.287,0.0245,-0.348,-0.0006,-0.418,-0.1734
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",Alumni Blues,Phish,3d5cojYmcovBsBIRCvApyJ63d4fILQK6aTZU478XwY2S,0.477,8.42,-0.0458,-0.267,-0.0019,-0.212,-0.1605
LivePhish 05/08/93,Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL34OKwF5Rg6Jm2DxU9SvnNab,-0.1777,28.345,-0.0136,0.211,0.0,-0.058,0.027
LivePhish 8/13/93,Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL350PTO0IyRBiAmCCDeHMJr6,0.091,-9.389,-0.0068,-0.063,5.43e-06,-0.1912,0.081
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL3141bmLCUvmbQMuHiWg9Nnd,-0.033,42.49,0.0026,0.143,0.0,0.263,-0.11
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL32JiOcim43C1TyVEQ8fxA1y,-0.004,3.277,-0.0165,0.053,0.0,-0.112,-0.243
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Army of One,Phish,5MRe2tbT20UlJvoOmtrIB257OSVHT8iJRY0B9F3YeSQ0,0.165,14.771,0.0107,-0.102,-0.0034,0.0,-0.5414
Live at Madison Square Garden New Year's Eve 1995,Audience Chess Move,Phish,48yLxNib6ppZSYRud24GYB0OdIGxdryb2hspGW4vXLUB,0.296,-26.005,0.009,0.016,0.2901,-0.0036,-0.026
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",Audience Chess Move,Phish,48yLxNib6ppZSYRud24GYB4Ej1zHa8dEFssSuRAJ6Txh,0.128,31.356,0.182,0.016,-0.0985,0.0654,-0.046
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Axilla,Phish,4JwIY9hc06XGLCPHQ7mXmV5jstmMB8wk90QBLhJAqQRC,0.099,-6.869,0.0172,-0.155,-0.0091,0.008,-0.6199
Live at Madison Square Garden New Year's Eve 1995,Axilla,Phish,4JwIY9hc06XGLCPHQ7mXmV6ngrinaJGQIMM4Rjv5l4Cx,0.027,-2.943,0.0057,-0.072,-0.0057,-0.135,-0.5497
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Axilla (Pt. II),Phish,445g6f5mZg2x6kFFSETuyh5jstmMB8wk90QBLhJAqQRC,0.165,4.214,0.0244,-0.033,-0.0279,0.11,-0.0123
Live at Madison Square Garden New Year's Eve 1995,Axilla (Pt. II),Phish,445g6f5mZg2x6kFFSETuyh6ngrinaJGQIMM4Rjv5l4Cx,0.093,8.14,0.0129,0.05,-0.0245,-0.033,0.0579
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Back On The Train,Phish,2HPaEn6cHI23e6Wxfr7awl1HFqWNXkDa4VLfws363sjq,-0.047,0.607,0.0075,0.011,0.009,0.174,0.3719
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Back On The Train,Phish,2HPaEn6cHI23e6Wxfr7awl1Rf06tcToVYygLc94n4EBx,-0.079,-2.757,-0.0025,0.053,0.58,0.234,0.5389
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Back On The Train,Phish,2HPaEn6cHI23e6Wxfr7awl74Xi16r7i3ove4wTbC1BAi,0.017,1.737,0.0839,-0.073,0.619,-0.071,-0.0185
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Back on the Train,Phish,1NVlLhQzlB6c8MAsSKncft1HFqWNXkDa4VLfws363sjq,-0.006,9.58,0.0142,-0.228,0.1185,-0.077,0.375
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Back on the Train,Phish,1NVlLhQzlB6c8MAsSKncft1Rf06tcToVYygLc94n4EBx,-0.038,6.216,0.0042,-0.186,0.6895,-0.017,0.542
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Back on the Train,Phish,1NVlLhQzlB6c8MAsSKncft74Xi16r7i3ove4wTbC1BAi,0.058,10.71,0.0906,-0.312,0.7285,-0.322,-0.0154
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p37tpLIJ73noiAGF70opCMBW,0.059,6.115,0.0034,-0.201,0.0169,-0.236,-0.0521
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p35omYPJrZBJyw4y3oLHQaPL,0.012,10.273,0.0008,-0.22,0.0114,-0.185,-0.0386
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p32pmgbre39r9BO1cjKdsy04,0.065,6.775,0.0396,-0.133,0.0,-0.224,-0.0692
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Backwards Down the Number Line,Phish,6LsK3oQhsBzp4Rc5DPW6p355DP9u5gjuG6rVZLpyoSlR,0.043,6.46,0.0266,-0.154,0.0016,-0.402,-0.0382
Hampton Comes Alive,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC1uExCjxE4VAi4xwdxDYfGL,0.301,-2.114,-0.0688,-0.479,0.7357,-0.128,0.442
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC74R96PKN3QH1Z9Bmsxi8Ag,0.457,0.639,-0.0596,-0.438,0.0909,-0.203,-0.0783
"Live Phish: 6/27/10 Merriweather Post Pavilion, Columbia, MD",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC4LtvQm4GE4ggIkcRBhRDzz,0.464,0.317,-0.0591,-0.48,0.3377,-0.243,-0.0896
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC4zzENXeuMnBAwl2pMJTU28,0.467,1.536,-0.0568,-0.469,0.1347,-0.172,-0.0885
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC1qA3u4RPsC5tY2DHsuPz6v,0.464,-3.197,-0.0633,-0.418,0.0238,-0.268,-0.0907
LivePhish 04/05/98,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC1LkrPeoVwvRzXHIx6VfIqo,0.371,2.252,-0.0651,-0.36,0.6297,-0.276,0.595
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC2n64t5MxOGOTQJiywU10fm,0.329,10.384,-0.0621,-0.402,0.4287,-0.229,0.414
LivePhish 8/13/93,Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC0BTIzMS3SWc9NPMRYOgiq7,0.243,6.254,-0.0465,-0.37,0.7657,-0.128,0.497
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC2YcWr5D9cVYcrGswsGL4VQ,0.431,9.131,-0.0616,-0.463,0.7677,-0.07,0.621
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC516HOpusRY55CBrPvrrLen,0.259,3.516,-0.0386,-0.188,0.0006,-0.209,0.398
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC4BhwBGPdCegIeV8rO6ZBnU,0.103,1.659,-0.0691,-0.461,0.8297,-0.218,0.583
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Bathtub Gin,Phish,5rptOOTVDyPoCcJ7De2CTC5gcOQlB2n0cxdOOPKRQZBj,0.325,12.624,-0.0649,-0.442,0.4037,-0.374,-0.0032
LivePhish 04/03/98,Beauty of My Dreams,Phish,6gayNRDeVKqRlHvAsuG44S1oHUXg0KWJSuXt1hsNhII2,0.043,2.886,-0.0098,-0.008,-0.1275,-0.017,-0.027
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Beauty of My Dreams,Phish,6gayNRDeVKqRlHvAsuG44S1QmKorziHSFEXDVbGIIUHe,0.049,-5.523,-0.0175,0.014,-0.0986,-0.066,-0.122
LivePhish 05/08/93,Big Ball Jam,Phish,1nMMInIyjQ120hHWfeXDOu3OnYKODcp7hwD452a2PH4s,-0.008,2.306,0.0435,-0.067,0.005,0.302,0.115
LivePhish 05/08/93,Big Ball Jam,Phish,2F4cYWa1bfmtVRZ2xx8DnL3OnYKODcp7hwD452a2PH4s,-0.008,2.306,0.0435,-0.067,0.005,0.302,0.115
LivePhish 05/08/93,Big Ball Jam,Phish,6GfUOKtoJRGVqDs7kCKRC53OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136
LivePhish 05/08/93,Big Ball Jam,Phish,6heWiOSs3zZnMl8TmPSE953OnYKODcp7hwD452a2PH4s,0.078,1.127,0.0598,-0.013,0.012,0.17,-0.136
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,1nMMInIyjQ120hHWfeXDOu34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,2F4cYWa1bfmtVRZ2xx8DnL34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,6GfUOKtoJRGVqDs7kCKRC534fDz8GAiGKvKTyQxekczJ,0.112,3.498,0.0182,-0.037,-0.168,-0.002,-0.259
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,6heWiOSs3zZnMl8TmPSE9534fDz8GAiGKvKTyQxekczJ,0.112,3.498,0.0182,-0.037,-0.168,-0.002,-0.259
Hampton Comes Alive,Big Black Furry Creature From Mars,Phish,4qyofT1X6sSR7sBIMwMASG38CTMd3gkbA9yf2HQbpd7K,0.204,-15.072,0.0378,-0.1,0.001,0.0128,-0.184
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Big Black Furry Creature From Mars,Phish,4qyofT1X6sSR7sBIMwMASG0trWHTwAGCDUB0xzEx3Ws6,0.227,68.252,0.1588,-0.106,0.7849,-0.0329,-0.485
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Big Black Furry Creature From Mars,Phish,4qyofT1X6sSR7sBIMwMASG5kkw7sABcTwDQiKRetSIMH,0.1,46.423,0.0948,0.148,-0.0001,0.3823,0.124
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Big Black Furry Creature From Mars,Phish,4qyofT1X6sSR7sBIMwMASG7qrooRCi8oLlkR7xaQYEGw,0.188,-11.877,0.0518,0.062,0.0095,0.1883,-0.088
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Big Black Furry Creature From Mars,Phish,4qyofT1X6sSR7sBIMwMASG1lKDzAxanYfFqbZugkI9v1,0.221,12.035,0.2128,0.018,0.0,0.0015,-0.562
LivePhish 04/03/98,Billy Breathes,Phish,3MfXlLIsn42GTl3fQIR2IJ2iyeH7vteOL05wmURRkici,0.044,-0.884,0.0022,-0.077,-0.1622,-0.075,0.35
LivePhish 11/14/95,Billy Breathes,Phish,3MfXlLIsn42GTl3fQIR2IJ2NlJ20CXM5utJIC9vRsHcd,-0.049,-67.3,-0.0003,0.06,-0.1833,0.02,0.276
Live in Brooklyn,Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ7iebYMydfOAIGjKkjNU0th,-0.073,5.761,0.0143,-0.095,-0.0069,-0.014,0.001
LivePhish 04/02/98,Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ6BtJhDyvW8EuQ4rPRYJPFx,-0.092,2.017,-0.0061,0.064,0.2997,0.098,0.5951
LivePhish 04/03/98,Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ01ojsEtmouLnfyVfqPuo6b,-0.041,-0.264,-0.0029,0.088,0.4607,0.188,0.7411
LivePhish 04/04/98,Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ0BQ7IZCgEr1P3mdKcuLA8j,-0.054,3.836,-0.016,-0.036,0.6687,-0.072,0.6111
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ1CRG2mnZoxEaYbJNamPcTn,-0.027,2.478,0.07,-0.001,0.1027,-0.231,0.1171
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ0bKTjVswFMqIayldXhXX4m,-0.018,2.255,0.0004,0.006,0.1267,0.138,0.6541
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ20ZY2Rg6QwKSBO3192Of58,-0.167,-1.036,-0.0136,0.071,0.4227,0.033,0.6551
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ7Fa2bKSqChd80MlDneH1jI,-0.039,3.131,-0.006,-0.112,0.2807,0.262,0.5311
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Birds Of A Feather,Phish,4X2kJtaMcg6UWoPl3ogstZ0Io7hxnW3f4jCJ6UDbkUMG,-0.198,7.659,-0.0195,0.062,0.8627,0.284,0.4631
Live in Brooklyn,Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md7iebYMydfOAIGjKkjNU0th,-0.006,-76.736,-0.0647,-0.278,0.0008,-0.303,-0.1991
LivePhish 04/02/98,Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md6BtJhDyvW8EuQ4rPRYJPFx,-0.025,-80.48,-0.0851,-0.119,0.3074,-0.191,0.395
LivePhish 04/03/98,Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md01ojsEtmouLnfyVfqPuo6b,0.026,-82.761,-0.0819,-0.095,0.4684,-0.101,0.541
LivePhish 04/04/98,Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md0BQ7IZCgEr1P3mdKcuLA8j,0.013,-78.661,-0.095,-0.219,0.6764,-0.361,0.411
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md1CRG2mnZoxEaYbJNamPcTn,0.04,-80.019,-0.009,-0.184,0.1104,-0.52,-0.083
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Birds of a Feather,Phish,0xCUU7DSGDTVOjiZEyy0md0bKTjVswFMqIayldXhXX4m,0.049,-80.242,-0.0786,-0.177,0.1344,-0.151,0.454
